"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"234",234,0.853,"128.505",5,1,"steal away",1980,0.334743396134,"0.0",0,"0",-16.188,1,0.713,26,1
"235",235,0.639,"86.006",4,0.791,"joy to the world",1971,0.819322889075,"0.642042372557",0,"2",-8.377,1,0.921,1,1
"237",237,0.501,"165.845",4,0.412,"i dont want to wait",1998,0.426416536868,"0.288168658802",0.177,"11",-4.913,1,0.448,10,1
"238",238,0.561,"166.199",4,0.458,"games people play",1981,0.382308282837,"0.283562595981",0,"10",-13.482,0,0.428,66,0
"239",239,0.033,"114.998",4,0.64,"this love",2004,0.905477001362,"0.84338027443",0,"10",-6.04,0,0.473,4,1
"240",240,0.871,"121.682",4,1,"tonight",1984,0.549812667402,"0.351139368737",0,"0",-8.151,1,0.749,90,0
"241",241,0.824,"136.057",4,0.558,"thinking of you",1989,0.456923484701,"0.287864065922",0,"0",-5.568,1,0.752,96,0
"242",242,0.232,"160.941",4,0.851,"drive",2001,0.531864026044,"0.299392888619",0,"4",-5.924,0,0.488,21,1
"243",243,0.835,"85.335",5,0.666,"shining star",1980,0.5665840195,"0.38302440634",0,"3",-3.492,0,0.444,22,1
"244",244,0.314,"97.039",4,1,"heard it all before",2001,0.677276761446,"0.454607400238",0.078,"8",-3.209,0,0.298,64,0
"245",245,0.53,"140.011",4,0.796,"everyday",1994,0.390496951647,"0.0",0.148,"6",-6.206,0,0.652,86,0
"246",246,0,"86.667",3,0.799,"saturday night",1976,0.623988464702,"0.433013695523",0.247,"10",-13.097,0,0,64,0
"247",247,0.47,"131.799",4,0.056,"caught up in you",1982,0.697950736792,"0.488516472575",0.276,"1",-5.705,0,0.56,53,0
"249",249,0.433,"85.055",4,0.784,"white flag",2004,0.787079686039,"0.558475550109",2.543,"5",-6.836,1,0.533,36,1
"250",250,0.648,"0.0",3,1,"africa",1983,0.657747150977,"0.448522777218",0.305,"0",-11.016,1,0.641,24,1
"251",251,0.493,"155.687",4,0.116,"wonderwall",1996,0.790558523926,"0.60709944009",3.117,"7",-14.9,0,0.878,56,0
"252",252,0.482,"89.936",5,0.239,"feelings",1975,0.395314581654,"0.319040850059",3.994,"7",-14.275,1,0.628,45,1
"253",253,0.59,"85.021",4,0.63,"addicted",2008,0.532323838485,"0.364656066759",6.322,"5",-11.731,0,0.58,97,0
"254",254,0.689,"69.761",7,0.921,"the bells",1970,0.606387053849,"0.399023014036",0.664,"9",-22.799,0,0.588,82,0
"256",256,0.062,"137.342",4,0.161,"solitaire",1983,0.569482204022,"0.30173916964",8.075,"7",-11.255,1,0.497,59,0
"257",257,0.663,"98.895",1,1,"sorry",2008,0.505679431025,"0.304940064705",0,"11",-4.712,0,0.547,44,1
"259",259,0.555,"122.821",4,0.502,"lonely boy",1977,0.592683784382,"0.389096707579",0.2,"9",-7.274,1,0.545,50,0
"260",260,0.359,"130.01",4,0,"if you leave",1986,0.354182576631,"0.272345239841",0,"7",-6.42,1,0.489,53,0
"261",261,0.335,"140.744",4,0.541,"the long and winding road",1970,0.531160553112,"0.350149075202",0.618,"2",-13.054,0,0.343,41,1
"262",262,0.59,"89.366",1,0.649,"the second time around",1980,0.553737768543,"0.385108263459",0.63,"7",-15.488,1,0.605,44,1
"264",264,0.84,"114.231",4,0.614,"everyday people",1969,0.650201006166,"0.473891311184",1.257,"7",-14.046,1,0.637,5,1
"266",266,0,"157.678",4,0,"it was a good day",1993,0.838816273605,"0.558361763811",0.114,"4",-9.178,1,0.161,78,0
"267",267,0.606,"129.994",4,0,"atlantis",1969,0.515084371727,"0.276715884057",1.054,"10",-6.002,0,0.499,53,0
"268",268,0.53,"204.141",4,0.91,"rock on",1989,0.533213899603,"0.38549335136",0,"11",-6.355,0,0.444,45,1
"269",269,0.403,"77.791",3,1,"lean on me",1987,0.477773817931,"0.325034654065",0.398,"2",-18.453,0,0.487,29,1
"270",270,0.114,"119.706",4,0.738,"money",1973,0.710781515857,"0.453068416668",0.932,"11",-11.998,0,0.556,92,0
"271",271,0,"118.96",4,0.989,"give it up",1984,0.686802810503,"0.554093395926",0.339,"1",-6.471,1,0,75,0
"272",272,0.285,"93.724",1,0,"tears in heaven",1992,0.394590290611,"0.198516158919",0.084,"9",-22.543,1,0.449,6,1
"273",273,0.028,"151.936",4,1,"one thing",2004,0.542732215359,"0.273783414296",0.169,"1",-11.615,1,0.181,66,0
"274",274,0.33,"127.13",3,0.191,"sea of love",1985,0.481364201655,"0.373408883162",0.456,"7",-11.514,1,0.395,34,1
"275",275,0.984,"84.022",1,0,"the first cut is the deepest",2004,0.544485126461,"0.238095323557",0,"0",-14.161,1,0.693,28,1
"276",276,0.615,"98.054",4,0.104,"upside down",1980,0.746619436962,"0.535121107496",0.189,"1",-9.756,1,0.471,18,1
"277",277,0.469,"163.995",4,0.364,"take me home",1986,0.621071899529,"0.431451503351",0.119,"1",-10.741,0,0.363,88,0
"278",278,0.421,"156.341",4,0.626,"sunshine",2004,0.640307815659,"0.451469743596",0.514,"10",-8.281,0,0.512,20,1
"279",279,0.642,"106.14",1,0,"one of us",1996,0.498758408114,"0.3584235862",0.287,"3",-7.474,1,0.49,30,1
"280",280,0.809,"144.974",4,0.961,"bad boy",1986,0.387458644982,"0.319995488056",1.604,"9",-6.084,0,0.605,79,0
"282",282,0.492,"104.742",4,0.532,"baby i love you",1969,0.633649701326,"0.452155549222",0.271,"0",-11.716,1,0.637,28,1
"283",283,0.047,"97.325",4,0.55,"these words",2005,0.900967633961,"0.769674279295",6.281,"8",-7.331,1,0.353,80,0
"284",284,0.928,"112.023",3,0.549,"lately",1999,0.360559644098,"0.229462375341",0.624,"8",-18.29,1,0.829,31,1
"285",285,0.474,"165.102",7,0.493,"bohemian rhapsody",1992,0.582706648661,"0.378067099632",0.119,"0",-7.091,0,0.459,39,1
"286",286,0.126,"110.136",4,0.434,"crush",2008,0.510659590406,"0.355541332149",0.297,"1",-4.412,1,0.299,76,0
"287",287,0.63,"100.545",1,0.189,"sunshine",2004,0.445598339335,"0.355624123153",0.177,"7",-9.281,1,0.563,20,1
"288",288,0.52,"113.943",4,1,"secrets",2010,0.678624889335,"0.479486915407",0,"7",-11.465,1,0.454,76,0
"290",290,1,"160.069",4,1,"love is the answer",1979,0.548812371563,"0.426057735354",0,"7",-10.297,1,0.713,68,0
"291",291,0.369,"143.751",5,0.783,"the promise",1989,0.62133952623,"0.514980679622",2.856,"3",-8.776,1,0.627,83,0
"293",293,0.93,"149.37",4,0.948,"butterfly",2001,0.481171513038,"0.267970543914",0.386,"4",-11.206,1,0.817,29,1
"294",294,0.016,"140.034",4,0.935,"someday",2004,0.470856973964,"0.418025782371",0.241,"7",-9.396,1,0.322,17,1
"295",295,0.657,"165.726",4,0.35,"thank you",2001,0.0288674033595,"0.130757406624",0.091,"1",-12.162,0,0.621,8,1
"297",297,0.714,"131.617",4,0.727,"intuition",2003,0.832346853794,"0.768871984735",0,"1",-6.644,0,0.65,73,0
"298",298,0.165,"139.999",4,0.418,"lost in love",1980,0.474526222175,"0.339742711678",0,"4",-6.082,0,0.343,15,1
"299",299,0.022,"84.147",4,0,"sorry",2008,0.426906572858,"0.33142993764",0.589,"4",-7.511,1,0.4,44,1
"300",300,0.395,"151.983",4,0.739,"you found me",2009,0.852699664161,"0.661349364282",0,"11",-6.093,1,0.477,13,1
"301",301,0.977,"122.521",4,0.381,"the rose",1980,0.567467131743,"0.348388848828",2.188,"1",-18.35,1,0.827,10,1
"302",302,0.052,"88.992",4,0.461,"sealed with a kiss",1972,0.576837283346,"0.48811403833",0,"9",-7.819,0,0.435,87,0
"303",303,0.121,"102.937",4,0,"i need you",2000,0.612842077257,"0.456170748019",0.27,"6",-13.867,0,0.448,44,1
"304",304,0.175,"125.036",5,1,"on the radio",1980,0.567438574117,"0.383001646319",1.065,"2",-7.392,1,0.322,52,0
"305",305,0.764,"76.98",4,0,"help me make it through the night",1971,0.580798777682,"0.38934175191",0.496,"0",-13.551,1,0.73,36,1
"307",307,0.139,"129.996",4,0.679,"amazed",2000,0.724556535532,"0.493867712758",0.206,"2",-5.587,1,0.366,8,1
"308",308,0.435,"42.508",1,0,"feel so good",1998,0.801795345929,"0.49434299881",0,"2",-5.568,0,0.466,44,1
"309",309,0,"102.301",4,1,"lullaby",1999,0.515316013523,"0.304330085648",0.225,"9",-10.508,0,0,46,1
"310",310,0.838,"94.401",4,0.39,"all night long",1999,0.696450939342,"0.489149816628",0.316,"1",-5.244,1,0.658,74,0
"311",311,0.598,"119.057",4,1,"stand up",2004,0.482786417269,"0.368515453545",0.136,"10",-5.497,0,0.587,45,1
"312",312,0.738,"127.689",4,0.44,"abc",1970,0.652215037254,"0.661674150757",0,"1",-5.41,1,0.48,15,1
"313",313,0.385,"150.001",1,0,"get back",2005,0.682291007745,"0.440950295973",0,"7",-3.428,1,0.461,77,0
"314",314,0.286,"115.62",4,0.287,"a boy named sue",1969,0.817256939293,"0.735208877747",0,"10",-6.021,1,0.342,36,1
"315",315,1,"102.232",3,0.689,"falling",1978,0.31229320426,"0.265792836243",2.218,"7",-17.692,1,0.96,79,0
"316",316,0.388,"118.023",4,0.448,"easy",1977,0.821300035132,"0.500822446773",0.379,"2",-7.179,1,0.372,33,1
"317",317,0.189,"231.145",4,0,"forever",2010,0.398218770386,"0.279483127122",0.241,"7",-4.135,1,0.6,71,0
"318",318,0.036,"65.732",4,0.524,"ben",1972,0.652215037254,"0.661674150757",0,"3",-22.086,1,0.276,20,1
"319",319,0.04,"134.992",4,0,"get it on",1972,0.572761297473,"0.397045074667",0,"11",-5.107,1,0.412,56,0
"320",320,0.659,"85.955",4,1,"time after time",1998,0.673399692611,"0.513676858035",0,"0",-5.832,1,0.585,64,0
"321",321,0.565,"117.089",4,0.577,"pick up the pieces",1975,0.610843675833,"0.396049420954",2.067,"8",-6.157,1,0.496,20,1
"322",322,0.004,"129.997",4,0.906,"out of my head",1999,0.553571841582,"0.369202172937",0,"11",-9.578,0,0.203,88,0
"323",323,0.69,"85.0",4,0.268,"back in the day",1994,0.306572235081,"0.0",0.264,"7",-4.031,0,0.75,93,0
"324",324,0.435,"97.018",4,0.639,"i want to take you higher",1970,0.475181126262,"0.358450888845",0.2,"7",-8.516,1,0.345,79,0
"325",325,0.765,"95.812",4,0.947,"give it to me",2007,0.570736384991,"0.36060307819",0.189,"11",-3.273,1,0.493,21,1
"326",326,0.124,"186.856",1,0.259,"mirage",1967,0.642315987212,"0.448305242785",0.473,"0",-5.35,1,0.134,96,0
"327",327,0.725,"137.06",4,0.212,"children",1996,0.718233175966,"0.451534112571",29.037,"0",-14.804,1,0.593,65,0
"328",328,0.8,"129.617",4,0.613,"love you down",1998,0.605033932604,"0.394554953555",0,"4",-10.322,0,0.692,88,0
"329",329,0.522,"165.984",4,0.736,"good times",1979,0.258354023606,"0.440300807464",0.084,"0",-8.556,1,0.501,20,1
"330",330,0.858,"140.071",4,0.549,"hungry",1966,0.764301194315,"0.582079721646",0.148,"0",-6.575,1,0.672,97,0
"331",331,0.587,"130.556",4,0.094,"king for a day",1986,0.780309850685,"0.480289814228",0.206,"0",-11.568,1,0.588,96,0
"332",332,0.674,"137.862",4,0.805,"goodbye",2009,0.902402085643,"0.575590617382",2.926,"3",-7.713,1,0.88,96,0
"333",333,0,"99.733",4,1,"here i go again",1987,0.791062579589,"0.590449011921",0,"9",-5.094,1,0.135,7,1
"334",334,0.686,"123.472",3,1,"amazing grace",1971,0.466897960145,"0.320165416046",0.2,"0",-10.73,1,0.712,80,0
"335",335,0.823,"139.991",4,0.271,"spooky",1968,0.619580186917,"0.40690479235",0.293,"2",-4.932,1,0.506,26,1
"336",336,0.012,"104.066",3,1,"war",1970,0.616146849461,"0.428893326695",0,"0",-6.98,1,0.38,5,1
"337",337,0.582,"102.098",3,0.487,"crazy for you",1985,0.681457284227,"0.453793767173",2.537,"4",-12.871,0,0.737,9,1
"338",338,0.215,"110.695",5,0.922,"check on it",2006,0.889460725348,"0.612067268298",0.299,"11",-4.293,0,0.399,10,1
"339",339,0.868,"96.161",4,0.193,"hold the line",1979,0.786293941088,"0.530049912816",2.281,"6",-6.722,0,0.774,44,1
"340",340,0.235,"141.969",4,0.278,"give it to me",2007,0.52495969562,"0.378389217726",0,"2",-5.612,1,0.253,21,1
"341",341,0.333,"114.512",4,0.448,"rock with you",1980,0.855245195586,"0.899991594263",0.272,"11",-6.689,1,0.612,4,1
"342",342,0.759,"163.996",4,0.57,"tell me",1996,0.498057122764,"0.353812727155",5.352,"7",-5.777,1,0.707,58,0
"343",343,0.56,"144.054",4,0.434,"best friend",1995,0.811506286892,"0.796033968652",0.183,"11",-4.875,0,0.558,98,0
"344",344,0.437,"166.064",4,0.631,"girlfriend",2007,0.588436487559,"0.347112574312",0.061,"1",-4.178,1,0.074,12,1
"345",345,0.545,"84.875",4,0.375,"flying without wings",2003,0.759393359529,"0.553736196336",0.131,"8",-7.87,1,0.636,88,0
"346",346,0.326,"163.44",3,0.675,"smile",2010,0.692979339609,"0.536862273632",0,"4",-8.138,0,0.341,97,0
"347",347,0.821,"160.481",4,1,"magic",2010,0.565473032369,"0.381956931027",0.525,"2",-15.112,1,0.654,63,0
"348",348,0.479,"112.75",4,0.598,"on broadway",1978,0.61840928648,"0.383136021514",0.196,"2",-8.362,1,0.539,55,0
"349",349,0.261,"120.029",4,1,"never",1986,0.423726195078,"0.0",2.839,"7",-5.375,1,0.236,18,1
"350",350,0.904,"125.611",4,0,"amanda",1986,0.685740839261,"0.431542959352",3.187,"9",-10.843,1,0.855,50,0
"351",351,0.663,"175.58",4,0,"drive",2001,0.664396190638,"0.468414872435",0.34,"7",-16.822,0,0.519,21,1
"352",352,0.85,"191.215",3,0.875,"my girl",1965,0.500581776516,"0.315686489179",0,"0",-15.065,1,0.508,10,1
"353",353,0.064,"85.312",4,0.934,"how long",1975,0.503002305754,"0.0",0,"9",-6.742,1,0.383,57,0
"354",354,0.648,"121.99",4,1,"express",1975,0.562112051443,"0.372158066459",0.27,"7",-8.053,1,0.716,58,0
"355",355,0.413,"91.028",4,0.348,"because of you",2007,0.57045229976,"0.345865256452",0,"4",-5.403,1,0.463,57,0
"356",356,0.535,"140.105",4,1,"caught up",2005,0.646542011849,"0.129175414145",0,"1",-8.666,1,0.478,34,1
"357",357,0.114,"44.62",4,0,"all night long",1999,0.807345444186,"0.569861220982",4.772,"5",-17.113,0,0.546,74,0
"358",358,0,"189.824",4,1,"now and forever",1994,0.634764556371,"0.423976263499",7.303,"2",-4.829,1,0,25,1
"359",359,0,"160.046",4,0.522,"reflections",1967,0.458385295587,"0.38249138512",0.199,"10",-9.142,0,0.198,41,1
"360",360,0.813,"111.518",4,0.569,"always",1995,0.636109170872,"0.371573624485",0.119,"0",-8.567,1,0.563,17,1
"361",361,0.3,"134.264",4,0,"dreams",1994,0.359392837783,"0.241660897957",0,"0",-5.988,1,0.295,75,0
"362",362,0.503,"110.608",4,1,"gone",2002,0.461860935353,"0.371621604979",0.322,"7",-13.456,1,0.608,75,0
"363",363,0.184,"132.243",4,0,"show me the way",1991,0.744340397562,"0.580437825837",5.335,"2",-7.196,1,0.358,68,0
"365",365,0.659,"84.978",4,0.832,"be with you",2000,0.615863707464,"0.340682426274",0.764,"8",-5.029,1,0.653,37,1
"366",366,0.095,"87.806",4,0,"release me",1990,0.540750151436,"0.379651219002",0.297,"7",-20.691,1,0.535,19,1
"367",367,0.099,"122.984",5,1,"when i grow up",2008,0.713782885977,"0.529166982926",0,"9",-6.817,0,0.46,49,1
"368",368,0.05,"132.534",4,0.567,"shake your groove thing",1979,0.590363349472,"0.411618489413",0.74,"2",-6.843,1,0.533,31,1
"369",369,0.717,"129.39",5,0.985,"fly like an eagle",1997,0.413348257468,"0.172151681676",0.154,"7",-17.071,1,0.518,79,0
"370",370,0.559,"101.56",3,1,"wait for me",1980,0.457736899031,"0.35140602531",0,"7",-11.975,1,0.585,88,0
"371",371,0.629,"101.809",3,1,"ill always love you",1988,0.604282094146,"0.407539019446",0.247,"0",-10.68,1,0.646,20,1
"373",373,0.402,"90.361",1,0.27,"black cat",1990,0.673748411571,"0.429394900133",0.311,"4",-22.448,0,0.439,59,0
"374",374,0.484,"93.639",4,0.63,"cara mia",1965,0.501246444346,"0.42056920837",4.754,"10",-16.884,1,0.546,24,1
"375",375,0.148,"48.985",1,0,"heartless",2009,0.584183429996,"0.373804718652",0.064,"11",-14.91,0,0.145,9,1
"376",376,0.69,"132.509",4,0.054,"release me",1990,0.497724899541,"0.391657078431",2.397,"7",-14.109,0,0.948,19,1
"377",377,0.15,"95.083",4,0.658,"give me that",2005,0.595295824836,"0.415274838847",1.477,"7",-8.308,1,0.469,100,0
"378",378,0.378,"144.005",4,0.445,"everyday",1994,0.600195392799,"0.488181389999",0.2,"7",-9.2,1,0.423,86,0
"379",379,0.714,"131.817",4,0.616,"stand",1989,0.509674994262,"0.330446650721",0.508,"10",-7.99,0,0.673,76,0
"380",380,0.038,"134.312",1,0.388,"come sail away",1978,0.743505060903,"0.503136873154",0,"10",-8.486,0,0.161,56,0
"381",381,0,"113.009",4,0.848,"milkshake",2004,0.792487321855,"0.534289875375",0.311,"6",-8.472,1,0,41,1
"382",382,0.108,"128.968",4,0.196,"baby boy",2004,0.596848745602,"0.416794075184",0.351,"4",-7.742,1,0.212,69,0
"383",383,0.689,"97.159",3,1,"heat of the moment",1982,0.42225403276,"0.303564380126",0.438,"2",-4.38,1,0.603,40,1
"384",384,0.052,"96.565",3,0.474,"lately",1999,0.481254512419,"0.328017954882",0,"0",-11.119,1,0.336,31,1
"385",385,0.57,"117.072",7,0.637,"like a prayer",1989,0.632770077894,"0.419624450749",0,"0",-5.592,1,0.769,25,1
"386",386,0.51,"43.991",1,0,"love",2006,0.509363726508,"0.290403491356",0,"0",-14.64,0,0.323,93,0
"389",389,0.472,"95.924",3,1,"when a man loves a woman",1992,0.609123874818,"0.462367839987",0.137,"7",-5.184,1,0.502,54,0
"390",390,0.421,"93.034",4,0.446,"one more day",2001,0.597789146696,"0.38075626204",0,"10",-5.725,1,0.147,86,0
"391",391,0.166,"133.899",4,0,"i need you",2000,0.602058835618,"0.468797401926",0.706,"7",-16.408,1,0.452,44,1
"392",392,0.434,"120.071",4,0.68,"breathe",2000,0.490044996217,"0.300786504383",0,"6",-4.217,0,0.417,1,1
"393",393,0.645,"150.024",4,0.13,"jealousy",1996,0.339444458708,"0.319182534961",0,"1",-9.917,1,0.54,78,0
"394",394,0,"130.126",5,0.777,"vincent",1972,0.421209146573,"0.294607892786",0.235,"9",-3.871,1,0.108,94,0
"395",395,0.591,"142.038",4,0.317,"on bended knee",1995,0.62402666269,"0.411718535251",0.322,"0",-8.798,1,0.702,5,1
"396",396,0.688,"135.053",1,0,"revolution",1968,0.366397069382,"0.274461354641",0,"1",-8.529,1,0.622,78,0
"398",398,0.228,"119.204",7,0.262,"love in the first degree",1982,0.690663467401,"0.435553160074",2.258,"0",-7.43,1,0.563,55,0
"399",399,0.764,"91.95",4,0.481,"say you love me",1976,0.683537728356,"0.33400353688",0,"7",-6.933,0,0.702,53,0
"400",400,0.763,"103.077",3,1,"time after time",1998,0.50677396849,"0.37976178373",0.183,"0",-20.302,1,0.737,64,0
"401",401,0.443,"131.97",4,0.326,"sideshow",1974,0.686007389529,"0.409500249944",0.206,"7",-8.468,1,0.506,19,1
"402",402,0.271,"105.097",4,0.631,"one more day",2001,0.632043480259,"0.408601591952",0.113,"2",-4.697,0,0.45,86,0
"403",403,0.411,"112.944",1,0.186,"the best things in life are free",1992,0.304653722767,"0.295875721816",0,"8",-6.036,1,0.542,41,1
"404",404,0.766,"166.037",4,0.785,"through the wire",2004,0.877213745925,"1.08250255673",0.363,"7",-5.227,1,0.474,61,0
"405",405,0.655,"107.952",4,1,"what would you do",2001,0.38836762175,"0.327815148817",0,"11",-8.201,1,0.366,22,1
"406",406,0.64,"128.403",4,0,"anything",2002,0.709500105731,"0.549475737388",0.073,"3",-8.492,1,0.522,88,0
"407",407,0.029,"99.94",4,1,"high enough",1991,0.378785271564,"0.0",0.316,"2",-5.232,1,0.3,14,1
"408",408,0,"149.77",4,0.364,"forever",2010,0.567852474,"0.461245752095",0,"2",-4.124,0,0.278,71,0
"409",409,0.315,"88.075",4,0.822,"angel",2003,0.513977043486,"0.332179776176",2.601,"11",-7.204,0,0.437,69,0
"410",410,0.088,"121.631",4,0,"go home",1986,0.643998331038,"0.443768767816",0,"4",-5.323,0,0.13,100,0
"411",411,0.344,"120.047",7,0.903,"rain",1993,0.542150511227,"0.330903402525",0.189,"5",-9.229,0,0.465,67,0
"412",412,0.695,"109.968",4,1,"irreplaceable",2007,0.628756427536,"0.417775071925",0.177,"7",-9.973,0,0.735,1,1
"413",413,0.603,"140.153",5,0.205,"amazing grace",1971,0.663980517558,"0.424010713061",0.223,"5",-7.448,1,0.517,80,0
"414",414,0.063,"110.178",4,0.917,"stand",1989,0.597702904211,"0.437735968345",0.386,"0",-7.683,0,0.299,76,0
"415",415,0.89,"129.344",4,0,"only you",1996,0.712113706509,"0.430576238195",3.344,"2",-13.438,1,0.845,34,1
"417",417,0.688,"142.499",4,0.787,"running on empty",1978,0.534059222262,"0.398162165777",0,"8",-4.656,0,0.635,82,0
"418",418,0.51,"85.001",1,0,"make it with you",1970,0.646453908614,"0.407366019072",1.036,"9",-12.407,1,0.374,13,1
"419",419,0.355,"152.38",4,0,"temptation",1991,0.576665524952,"0.397967790535",0.247,"8",-7.718,1,0.152,58,0
"420",420,0.983,"172.172",4,0.767,"secrets",2010,0.546727553963,"0.386180416079",0.399,"0",-8.085,1,0.656,76,0
"421",421,0.554,"153.294",1,0,"kicks",1966,0.616429301571,"0.435669948703",0.322,"9",-5.239,1,0.392,25,1
"422",422,0.135,"91.42",4,1,"shake it",2008,0.785311583551,"0.531978917471",0.061,"4",-4.594,0,0.203,32,1
"424",424,0.614,"145.02",1,0,"smile",2010,0.516045033879,"0.260237739191",0,"10",-3.333,0,0.489,97,0
"425",425,0.634,"122.44",4,0.762,"sugar sugar",1969,0.542732215359,"0.381153465564",0.154,"7",-8.967,1,0.404,1,1
"426",426,0.156,"124.929",1,0,"yeah",2004,0.396353427257,"0.247038559205",0.374,"2",-7.762,1,0.437,1,1
"427",427,0.879,"127.267",1,0.462,"use me",1972,0.417170427903,"0.272729377624",0.461,"9",-4.771,1,0.641,78,0
"428",428,0.362,"118.017",4,0.886,"slow down",2005,0.67544168732,"0.420472425084",0,"4",-4.812,1,0.375,47,1
"430",430,0.459,"95.003",4,0.594,"all this love",1983,0.67193614735,"0.474335028302",3.297,"2",-9.067,1,0.343,78,0
"431",431,0.654,"129.999",4,1,"lose control",2005,0.602020386415,"0.40814860293",0,"11",-10.155,1,0.223,14,1
"432",432,0.753,"194.646",1,0,"mine",2010,0.406015420982,"0.0",0,"9",-10.473,1,0.629,46,1
"433",433,0.605,"212.033",3,1,"in too deep",1987,0.556043368811,"0.28785442426",0.154,"2",-8.843,1,0.715,47,1
"434",434,0,"115.139",5,1,"shake",1965,0.858270677796,"0.515325300572",0,"9",-6.61,1,0.12,66,0
"435",435,0.373,"142.047",4,0.703,"heartbreak hotel",1999,0.535868776227,"0.450746648852",0.357,"7",-7.803,1,0.606,4,1
"436",436,0.495,"136.515",4,0.688,"there goes my baby",2010,0.779429593652,"0.482374978496",0.369,"7",-13.763,1,0.532,83,0
"437",437,0.526,"103.473",4,0.8,"give it to you",1999,0.371751482031,"0.323455504846",0.136,"9",-5.063,1,0.582,63,0
"439",439,0.156,"123.421",4,1,"time",1996,0.643914883504,"0.42737400452",11.825,"9",-11.19,1,0.254,50,0
"440",440,0,"157.915",4,0.497,"replay",2010,0.338265137746,"0.331173750989",0.172,"9",-8.461,1,0.181,25,1
"442",442,0.509,"137.944",4,0.497,"maniac",1983,0.631528267167,"0.37699025214",0.258,"3",-5.175,0,0.419,9,1
